ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
663	Watertown	MA	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
664	Bridgewater	VA	38.4	-79.0	12.62285933	80.3851682	1.46952605	400.1588745	One-family house detached from any other house	3
665	Bellmore	NY	40.7	-73.5	11.81796636	92.61200306	2.179701704	23.8580265	One-family house detached from any other house	4
666	Hustisford	WI	43.3	-88.6	7.675917431	66.74350153	1.093806784	265.8544312	One-family house detached from any other house	4
667	Philadelphia	PA	39.9	-75.1	12.40282875	91.6633792	1.236334048	25.62282181	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
668	Philadelphia	PA	40.0	-75.2	12.40282875	91.6633792	1.236334048	25.62282181	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
669	Fairbanks	AK	64.8	-147.7	-3.035932722	20.52782875	0.708245008	181.8438873	One-family house detached from any other house	2
670	San Francisco	CA	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	Duplex or two-family house (designed for two families)	2
671	Salisbury	NC	35.7	-80.5	15.24342508	92.16062691	2.060455779	225.508606	One-family house detached from any other house	4
672	Star	ID	43.7	-116.5	9.471559633	35.03555046	1.093049672	1087.946655	One-family house detached from any other house	3
673	Brookline	MA	42.3	-71.1	9.388990826	94.63203364	NA	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
674	Santa Monica	CA	34.0	-118.5	14.72262997	37.28784404	1.220434586	389.5596313	One-family house detached from any other house	3
675	Ypsilanti	MI	42.2	-83.7	9.459633028	65.69365443	1.064468505	253.6655579	"High rise apartment (multiple units, with 5 or more stories)"	1
676	Denver	CO	39.7	-105.0	6.594877676	32.73715596	0.720737433	2119.006104	Duplex or two-family house (designed for two families)	1
677	Harrisburg	IL	37.6	-88.5	13.90932722	93.5116208	1.027180502	147.5427704	One-family house detached from any other house	3
678	Richardson	TX	33.0	-96.7	18.8132263	75.17469419	0.778656872	155.8502808	One-family house detached from any other house	4
679	Durham	NC	36.0	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
680	Kansas City	MO	39.0	-94.6	13.17729358	80.94074924	1.040240765	304.1794434	One-family house detached from any other house	3
681	lovington	NM	32.9	-103.4	16.44350153	27.79571865	0.414483648	1132.539673	"Boat, RV, van, etc"	1
682	Abilene	TX	32.5	-99.7	18.36284404	48.03753823	0.566096306	595.9822388	One-family house detached from any other house	2
683	Pleasantville	NY	41.1	-73.8	10.60825688	101.411315	1.980012111	127.7934723	One-family house detached from any other house	3
684	Brookfield	WI	43.1	-88.2	7.394495413	64.4940367	1.089074804	287.4455566	One-family house detached from any other house	4
685	Milwaukee	WI	43.1	-87.9	7.990061162	63.14136086	NA	187.468338	Duplex or two-family house (designed for two families)	3
686	Sebastian	FL	27.8	-80.5	22.5911315	108.9124618	NA	4.849117279	One-family house detached from any other house	3
687	Plano	TX	33.0	-96.7	18.26253823	79.21972477	0.778656872	194.1074982	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
688	College Station	TX	30.7	-96.2	20.41727829	82.12798165	1.094374625	93.21138763	One-family house detached from any other house	3
689	Peoria	IL	40.8	-89.6	10.54411315	73.692737	0.902445487	192.5113831	One-family house detached from any other house	3
690	Altoona	IA	41.6	-93.5	9.54824159	69.5795107	0.89222441	280.1855469	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
691	midlothian	VA	37.4	-77.7	14.41674312	92.96659021	1.844488198	77.79194641	One-family house detached from any other house	4
692	Albuquerque	NM	35.1	-106.6	10.76146789	26.16360856	0.621555117	1708.676392	One-family house detached from any other house	4
693	Springfield	MO	37.2	-93.3	13.6440367	86.23493884	1.172736221	381.5116577	One-family house detached from any other house	2
694	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
695	Derry	NH	42.9	-71.3	8.609633028	89.07270642	2.227400058	59.06277847	One-family house detached from any other house	4
696	Whitewater	WI	42.8	-88.8	7.872094801	67.19847095	1.084532102	274.6097107	One-family house detached from any other house	3
697	Fort Rucker	AL	31.3	-85.7	19.07025994	126.0152905	1.517981526	79.20972443	One-family house detached from any other house	3
698	Spanaway	WA	47.1	-122.4	11.17285933	85.4941896	2.057616601	144.7330322	One-family house detached from any other house	3
699	Statesville	NC	35.8	-80.9	15.27186544	92.63700306	1.682843725	250.0280609	One-family house detached from any other house	4
700	Charlottesville	VA	38.0	-78.5	12.62285933	80.3851682	1.514006662	400.1588745	Duplex or two-family house (designed for two families)	5
701	Unity	ME	44.6	-69.3	5.475840979	92.17576453	1.977551487	105.7155533	Duplex or two-family house (designed for two families)	2
702	johnsonburg	NJ	41.0	-74.9	9.860703364	99.49067278	1.925310425	165.7169495	One-family house detached from any other house	2
703	Raleigh	NC	35.9	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
704	Columbia	MO	39.0	-92.4	12.78172783	79.97920489	1.027937615	221.4455566	One-family house detached from any other house	3
705	Moore	OK	35.4	-97.5	16.26712538	68.88975535	0.639725923	344.3697205	One-family house detached from any other house	4
706	Pleasanton	CA	37.7	-121.9	13.85175841	44.68448012	1.317724109	247.8677826	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
707	Winchester	VA	39.2	-78.1	11.92561162	79.51605505	1.19715324	272.7061157	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
708	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house detached from any other house	3
709	Reston	VA	39.0	-77.4	14.01888379	87.26605505	1.25412629	64.78483582	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
710	Chicago	IL	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
711	Hillsborough	NC	36.1	-79.0	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	3
712	Spring Lake	NC	35.2	-79.0	15.98998471	99.99847095	1.824235313	53.32805634	One-family house detached from any other house	2
713	Hackettstown	NJ	40.9	-74.8	9.860703364	99.49067278	1.925310425	165.7169495	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
714	Bexley	OH	40.0	-82.9	11.00688073	83.21857798	1.082828585	267.4777832	One-family house detached from any other house	4
715	McCormick	SC	33.9	-82.4	17.12140673	94.0101682	1.680761658	114.8213882	One-family house detached from any other house	2
716	Columbus	OH	40.0	-83.0	10.11330275	77.9633792	1.082828585	285.2580566	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
717	brookfield	WI	43.1	-88.1	7.394495413	64.4940367	1.089074804	287.4455566	One-family house detached from any other house	4
718	Charlotte	NC	35.2	-80.9	16.00198777	93.89120795	1.29519988	201.6608276	One-family house detached from any other house	3
719	West Seneca	NY	42.9	-78.8	8.183027523	78.44388379	1.065982742	285.7919312	One-family house detached from any other house	3
720	Barryville	NY	41.5	-74.9	8.993654434	99.50672783	2.081655058	268.7194519	One-family house detached from any other house	5
721	Golden	CO	39.7	-105.2	6.594877676	32.73715596	0.677392489	2119.006104	One-family house detached from any other house	3
722	pittsboro	NC	35.8	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
723	Osseo	WI	44.5	-91.2	6.476376147	63.22362385	1.142262263	306.4425049	One-family house detached from any other house	4
724	chapel hill	NC	36.0	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	A mobile home	2
725	Portage	PA	40.4	-78.7	9.952752294	93.27461774	1.989854635	592.1291504	One-family house detached from any other house	3
726	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
727	Boulder	CO	40.0	-105.3	6.594877676	32.73715596	0.677392489	2119.006104	One-family house detached from any other house	3
728	Durham	CT	41.5	-72.7	10.34686544	95.24885321	2.060077225	71.99263763	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
729	sausalito	CA	37.9	-122.5	13.36735474	74.6293578	1.87041945	176.9082031	"Boat, RV, van, etc"	1
730	Fairview	NC	35.5	-82.4	11.10466361	111.1902905	2.555799501	854.4008179	A mobile home	3
731	Madison	WI	43.1	-89.4	7.432874618	66.84411315	1.038347971	284.4916687	One-family house detached from any other house	5
732	Urbana	IL	40.1	-88.2	10.87507645	78.84464832	0.858911267	223.2963867	One-family house detached from any other house	4
733	Morgantown	WV	39.7	-80.0	10.47224771	93.0866208	1.453058752	471.0052795	Duplex or two-family house (designed for two families)	2
734	Stanford	CA	37.4	-122.2	13.79136086	51.00313456	2.266391583	253.009201	"Low rise apartment (multiple units, with 4 or fewer stories)"	6 or more
736	Palmer	MA	42.2	-72.3	8.466131498	97.69151376	2.191815567	213.2661133	One-family house detached from any other house	1
737	Providence	RI	41.8	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	Duplex or two-family house (designed for two families)	3
738	Stillwater	OK	36.2	-97.1	15.92423547	72.7720948	0.61152332	311.9710999	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
739	Milpitas	CA	37.5	-121.9	12.78998471	51.68119266	1.116520292	378.8544312	One-family house detached from any other house	4
740	Janesville	WI	42.7	-89.2	7.887996942	67.07033639	1.038347971	271.980011	One-family house detached from any other house	2
741	Evansville	IN	38.1	-87.6	13.14915902	92.12920489	1.455140828	130.0613861	One-family house detached from any other house	3
742	taylorsville	UT	40.7	-112.0	6.855657492	47.03340979	0.75726832	1931.035034	One-family house detached from any other house	4
743	Eagle River	WI	45.9	-89.2	3.641360856	65.44954128	2.103990007	499.3041687	One-family house detached from any other house	3
744	Winchester	VA	39.2	-78.2	11.92561162	79.51605505	1.849409448	272.7061157	One-family house detached from any other house	5
745	chapel hill	NC	35.9	-79.0	14.88906728	97.33899083	1.698932469	136.7336121	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
746	denver	CO	39.7	-104.9	8.978746177	29.55221713	0.720737433	1677.784668	One-family house detached from any other house	4
747	Lincoln	NE	40.9	-96.7	10.5925841	58.17759939	0.877460629	404.4563904	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
748	port charlotte	FL	27.0	-82.1	23.44029052	103.5375382	1.550916115	2.043247938	One-family house detached from any other house	4
749	Lewisville	TX	33.1	-97.0	18.24029052	73.32125382	0.778656872	220.7477722	One-family house detached from any other house	4
750	Southern Pines	NC	35.2	-79.4	15.47018349	99.36460245	2.250870682	103.976387	One-family house detached from any other house	2
751	San Jose	CA	37.3	-121.9	12.78998471	51.68119266	1.116520292	378.8544312	One-family house detached from any other house	2
752	Baltimore	MD	39.3	-76.6	12.43012232	89.19495413	1.302771058	92.84095764	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
753	Santa Cruz	CA	37.0	-122.0	13.18310398	67.05321101	2.171941254	81.91304016	One-family house detached from any other house	1
754	Dayton	VA	38.4	-78.9	12.62285933	80.3851682	1.46952605	400.1588745	One-family house detached from any other house	2
755	Raleigh	NC	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
756	North East	PA	42.1	-79.9	8.689296636	87.49617737	NA	305.3861084	One-family house detached from any other house	2
757	Baltimore	MD	39.4	-76.6	12.43012232	89.19495413	1.302771058	92.84095764	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
758	Morgantown	WV	39.7	-79.9	10.47224771	93.0866208	1.453058752	471.0052795	A mobile home	5
759	Arlington	TX	32.7	-97.1	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	3
760	Richmond	VA	37.6	-77.5	14.20412844	94.11980122	1.931935193	35.59749985	One-family house detached from any other house	3
761	Nixa	MO	37.0	-93.4	13.6440367	86.23493884	1.153240459	381.5116577	One-family house detached from any other house	3
762	Bryan	TX	30.7	-96.4	20.41727829	82.12798165	1.167814963	93.21138763	One-family house detached from any other house	3
763	Madison 	WI	43.0	-89.5	7.432874618	66.84411315	1.038347971	284.4916687	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
764	Hickory	NC	35.8	-81.3	15.03088685	98.2733945	2.611258339	330.7252808	One-family house detached from any other house	3
765	Papillion	NE	41.2	-96.0	10.21437309	57.74778287	0.974182318	356.3033447	One-family house detached from any other house	3
766	Sharon	MA	42.1	-71.2	9.388990826	94.63203364	2.145063591	52.88596344	One-family house detached from any other house	3
767	Lexington	KY	38.0	-84.4	12.78448012	93.83784404	1.278921863	269.7555542	One-family house detached from any other house	4
768	Spruce Pine	NC	35.9	-82.1	11.10466361	111.1902905	2.430307396	854.4008179	One-family house detached from any other house	3
769	Chapel Hill	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
770	Albuquerque	NM	35.1	-106.7	10.76146789	26.16360856	0.281041793	1708.676392	One-family house detached from any other house	4
771	Keaau	HI	19.6	-155.0	22.81498471	252.1837156	NA	73.79230499	One-family house detached from any other house	2
772	Saint Paul	MN	45.0	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	2
773	Fort Worth	TX	32.8	-97.4	18.83256881	69.65810398	0.82370533	197.8705597	One-family house attached to one or more houses (e.g. a townhouse or condominium)	1
774	Greenwood 	AR	35.2	-94.3	16.32010703	85.62285933	1.9118716	174.3233337	One-family house detached from any other house	3
775	Chicago	IL	42.0	-87.7	9.759174312	71.12874618	NA	193.5566711	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
776	Saxapahaw	NC	35.9	-79.3	14.88906728	97.33899083	1.297092668	136.7336121	One-family house detached from any other house	2
777	Yanceyville	NC	36.3	-79.4	14.44793578	93.73470948	1.906382496	190.2480621	One-family house detached from any other house	3
778	Garner	NC	35.6	-78.5	15.40512232	94.05412844	1.471797392	96.75722504	One-family house detached from any other house	3
779	Burlington	WV	39.3	-78.9	11.51085627	81.63058104	2.057427327	401.2008362	One-family house detached from any other house	3
780	Fort Collins	CO	40.5	-105.0	6.309633028	29.25894495	0.343314657	1983.906616	One-family house detached from any other house	3
781	Blacksburg	VA	37.2	-80.4	11.23807339	91.43340979	2.461538455	635.8566895	One-family house detached from any other house	3
